Target	Gene source	Negative metabolite	Positive metabolite	Negative score	Positive score	Reaction	Equation	Corr	Cov
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	fald_c	meoh_c	0.0	2.56557914764e-08	FALDM	2.0 fald_c_ + h2o_c_ --> for_c_ + h_c_ + meoh_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	fald_c	mlthf_c	0.0	0.479780182098	FldAct	fald_c_ + thf_c_ --> h2o_c_ + mlthf_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	tyr_DASH_L_c	glu_DASH_L_c	-0.303098355583	2.02521600919	TYRTA	akg_c + tyr_DASH_L_c --> 34hpp_c + glu_DASH_L_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	man6p_c	f6p_c	0.0	1.88695844633	MAN6PI	man6p_c --> f6p_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	etoh_c	acald_c	0.0	0.140447724662	ALCD2x	etoh_c + nad_c --> acald_c + h_c + nadh_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	etoh_c	acald_c	0.0	0.140447724662	ALCDkt	etoh_c_ + pqq_c_ --> acald_c_ + pqqh2_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	etoh_c	acald_c	0.0	0.140447724662	ALCD2y	etoh_c_ + nadp_c_ --> acald_c_ + h_c_ + nadph_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	etoh_c	acald_c	0.0	0.140447724662	ETOHMO	etoh_c_ + h_c_ + nadph_c_ + o2_c_ --> acald_c_ + 2.0 h2o_c_ + nadp_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	nicrnt_c	prpp_c	0.0	2.02814007359	NAMPRT	nicrnt_c_ + ppi_c_ --> h_c_ + nicnt_c_ + prpp_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	2dmmq8_c	dhap_c	0.0	1.49099041395	G3PD7	2dmmq8_c + glyc3p_c --> 2dmmql8_c + dhap_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	argsuc_c	fum_c	-3.87367288538e-33	0.329786142741	ARGSL	argsuc_c --> arg_DASH_L_c + fum_c	-5.49952802362e-17	-5.4782007307e-33
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	amet_c	acald_c	-0.214371758775	0.140447724662	CPC5MT	amet_c_ + copre5_c_ + h2o_c_ --> acald_c_ + ahcys_c_ + copre6_c_ + h_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	amet_c	amob_c	-0.214371758775	1.01924009622e-06	AMAOTr	8aonn_c + amet_c --> amob_c + dann_c	0.386472932558	2.20403402033e-07
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	amet_c	dann_c	-0.214371758775	1.01924009622e-06	AMAOTr	8aonn_c + amet_c --> amob_c + dann_c	0.386472932558	2.20403402033e-07
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	amet_c	flxso_c	-0.214371758775	0.00203277713516	DHXFUTC	2.0 amet_c_ + dhxfut_c_ + 2.0 flxr_c_ --> cdhxfut_c_ + 2.0 dad_5_c_ + 2.0 flxso_c_ + 2.0 met__L_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	amet_c	flxso_c	-0.214371758775	0.00203277713516	CDGS1	amet_c_ + cph4_c_ + 2.0 flxr_c_ + 2.0 h_c_ --> cdg_c_ + dad_5_c_ + 2.0 flxso_c_ + met__L_c_ + nh4_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	amet_c	flxso_c	-0.214371758775	0.00203277713516	DPLPTAT	amet_c_ + dptne_c_ + 2.0 flxr_c_ + h_c_ --> ahop_c_ + 2.0 flxso_c_ + met__L_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	pep_c	2dda7p_c	-3.34970477353	1.90778977278	DDPA	e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c	0.999996181291	2.69802217082
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	pep_c	2dda7p_c	-3.34970477353	1.90778977278	DDPA_1	e4p_c_ + h2o_c_ + pep_c_ --> 2dda7p_c_ + h_c_ + pi_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	pep_c	f6p_c	-3.34970477353	1.88695844633	FRUpts2pp	fru_p + pep_c --> f6p_c + pyr_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	pep_c	dhap_c	-3.34970477353	1.49099041395	DHAPT	dha_c + pep_c --> dhap_c + pyr_c	-0.67523136027	-0.332576450416
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	pep_c	3psme_c	-3.34970477353	1.90778977278	PSCVT	pep_c + skm5p_c --> 3psme_c + pi_c	0.999996181291	2.69802217082
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	pep_c	3psme_c	-3.34970477353	1.90778977278	PSCVT_1	pep_c_ + skm5p_c_ --> 3psme_c_ + h_c_ + pi_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	hom_DASH_L_c	aspsa_c	-0.2439824532	0.369004624964	HSDy	hom_DASH_L_c + nadp_c --> aspsa_c + h_c + nadph_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	5mthf_c	mlthf_c	-0.057288330421	0.479780182098	DHPR2	5mthf_c_ + dhbpt_c_ --> h_c_ + mlthf_c_ + thbpt_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	adprib_c	r5p_c	0.0	1.43103376505	ADPRDP	adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	adprib_c	r5p_c	0.0	1.43103376505	ADPRDP_1	adprib_c_ + h2o_c_ --> amp_c_ + r5p_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	acac_c	aacoa_c	0.0	0.13207966378	ACACCT	acac_c + accoa_c --> aacoa_c + ac_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	acac_c	aacoa_c	0.0	0.13207966378	OCOAT1	acac_c_ + succoa_c_ --> aacoa_c_ + succ_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	acac_c	aacoa_c	0.0	0.13207966378	AACOAT	acac_c_ + atp_c_ + coa_c_ --> aacoa_c_ + amp_c_ + ppi_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	acac_c	aacoa_c	0.0	0.13207966378	BUTCT2	acac_c_ + btcoa_c_ --> aacoa_c_ + but_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	4h2opntn_c	acald_c	0.0	0.140447724662	HOPNTAL	4h2opntn_c --> acald_c + pyr_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	glyald_c	g3p_c	0.0	3.09463819723	TRIOK	atp_c_ + glyald_c_ --> adp_c_ + g3p_c_ + h_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	3oddcoa_c	3hddcoa_c	-0.0457461621896	0.0704910088685	HACD5	3oddcoa_c + h_c + nadh_c --> 3hddcoa_c + nad_c	-0.40618119723	-0.064694842995
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	LalaDgluMdap_c	26dap_DASH_M_c	-0.00158110119289	0.153110083755	LADGMDH	LalaDgluMdap_c + h2o_c --> 26dap_DASH_M_c + LalaDglu_c	-0.519784136537	-0.00223601475047
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	malt_c	glc_DASH_D_c	0.0	4.23751983114	AMALT1	malt_c + malttr_c --> glc_DASH_D_c + maltttr_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	malt_c	glc_DASH_D_c	0.0	4.23751983114	AMALT2	malt_c + maltttr_c --> glc_DASH_D_c + maltpt_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	malt_c	glc_DASH_D_c	0.0	4.23751983114	AMALT3	malt_c + maltpt_c --> glc_DASH_D_c + malthx_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	malt_c	glc_DASH_D_c	0.0	4.23751983114	AMALT4	malt_c + malthx_c --> glc_DASH_D_c + malthp_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	gg4abut_c	glu_DASH_L_c	0.0	2.02521600919	GGGABAH	gg4abut_c + h2o_c --> 4abut_c + glu_DASH_L_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	malttr_c	glc_DASH_D_c	0.0	4.23751983114	AMALT1	malt_c + malttr_c --> glc_DASH_D_c + maltttr_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	malttr_c	glc_DASH_D_c	0.0	4.23751983114	MLTG1	h2o_c + malttr_c --> glc_DASH_D_c + malt_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	glyc3p_c	dhap_c	-0.0446234137506	1.49099041395	G3PD2	glyc3p_c + nadp_c --> dhap_c + h_c + nadph_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	glyc3p_c	dhap_c	-0.0446234137506	1.49099041395	G3PD5	glyc3p_c + q8_c --> dhap_c + q8h2_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	glyc3p_c	dhap_c	-0.0446234137506	1.49099041395	G3PD6	glyc3p_c + mqn8_c --> dhap_c + mql8_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	glyc3p_c	dhap_c	-0.0446234137506	1.49099041395	G3PD7	2dmmq8_c + glyc3p_c --> 2dmmql8_c + dhap_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	glyc3p_c	dhap_c	-0.0446234137506	1.49099041395	G3PD4	glyc3p_c_ + mqn7_c_ --> dhap_c_ + mql7_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	glyc3p_c	dhap_c	-0.0446234137506	1.49099041395	G3PD	fad_c_ + glyc3p_c_ --> dhap_c_ + fadh2_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	succoa_c	5aop_c	-0.291889816737	0.00132421108342	ALAS	gly_c_ + h_c_ + succoa_c_ --> 5aop_c_ + co2_c_ + coa_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	succoa_c	aacoa_c	-0.291889816737	0.13207966378	OCOAT1	acac_c_ + succoa_c_ --> aacoa_c_ + succ_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	2ddg6p_c	g3p_c	0.0	3.09463819723	EDA	2ddg6p_c --> g3p_c + pyr_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	1pyr5c_c	glu_DASH_L_c	-0.0810510893512	2.02521600919	P5CD	1pyr5c_c + 2.0 h2o_c + nad_c --> glu_DASH_L_c + h_c + nadh_c	-0.386472932558	-0.0243606370183
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	pimACP_c	8aonn_c	-9.29092498975e-07	1.55848740174e-07	AOXSr2	ala_DASH_L_c + pimACP_c --> 8aonn_c + ACP_c + co2_c	-0.932961173781	-1.31393521275e-06
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	sbt6p_c	f6p_c	0.0	1.88695844633	SBTPD	nad_c + sbt6p_c --> f6p_c + h_c + nadh_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	progly_c	gly_c	0.0	0.479780182098	AMPTASEPG	h2o_c + progly_c --> gly_c + pro_DASH_L_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	for_c	10fthf_c	-0.0010726857127	0.438121596167	FTHFLi	atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	25aics_c	fum_c	-1.01641808867e-05	0.329786142741	ADSL2r	25aics_c --> aicar_c + fum_c	-0.461394445634	-1.43743224604e-05
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	25aics_c	aicar_c	-1.01641808867e-05	0.199739613596	ADSL2r	25aics_c --> aicar_c + fum_c	-0.461394445634	-1.43743224604e-05
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	sucglu_c	glu_DASH_L_c	-0.00140743085327	2.02521600919	SGDS	h2o_c + sucglu_c --> glu_DASH_L_c + succ_c	-0.0580258853186	-0.00199040780079
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	dcacoa_c	ddcacoa_c	-0.0863335015909	0.13207966378	FAS120COA	dcacoa_c_ + 3.0 h_c_ + malcoa_c_ + 2.0 nadph_c_ --> co2_c_ + coa_c_ + ddcacoa_c_ + h2o_c_ + 2.0 nadp_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	dcacoa_c	dc2coa_c	-0.0863335015909	0.13207966378	ACOAD4f	dcacoa_c + fad_c --> dc2coa_c + fadh2_c	0.40618119723	0.064694842995
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	dcacoa_c	dc2coa_c	-0.0863335015909	0.13207966378	ACOAD4	dcacoa_c_ + nad_c_ --> dc2coa_c_ + h_c_ + nadh_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	allul6p_c	f6p_c	0.0	1.88695844633	ALLULPE	allul6p_c --> f6p_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	f1p_c	dhap_c	0.0	1.49099041395	FBA2	f1p_c_ --> dhap_c_ + glyald_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	myrsACP_c	tdcoa_c	0.0	0.0126735940835	TDACPT	coa_c_ + myrsACP_c_ --> ACP_c_ + tdcoa_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	thmpp_c	g3p_c	-0.303039078739	3.09463819723	X5TDG	3.0 h_c_ + thmpp_c_ + xu5p__D_c_ --> dhettp_c_ + g3p_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	thmpp_c	r5p_c	-0.303039078739	1.43103376505	S7PTDG	3.0 h_c_ + s7p_c_ + thmpp_c_ --> dhettp_c_ + r5p_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	thr_DASH_L_c	acald_c	-0.328040445633	0.140447724662	THRAi	thr_DASH_L_c --> acald_c + gly_c	-0.0862949993568	-0.00862847014428
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	thr_DASH_L_c	gly_c	-0.328040445633	0.479780182098	THRAi	thr_DASH_L_c --> acald_c + gly_c	-0.0862949993568	-0.00862847014428
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	um4p_c	ala_DASH_D_c	0.0	0.0136216244034	UM4PCP	h2o_c + um4p_c --> ala_DASH_D_c + ugmd_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	acglc_DASH_D_c	glc_DASH_D_c	0.0	4.23751983114	GLCATr_reverse	acglc_DASH_D_c + coa_c --> accoa_c + glc_DASH_D_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	pram_c	gar_c	-0.140829405736	0.0590031352335	PRAGSr	atp_c + gly_c + pram_c --> adp_c + gar_c + h_c + pi_c	-0.699890660345	-0.199162855573
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	pram_c	gar_c	-0.140829405736	0.0590031352335	PPRGL	atp_c_ + gly_c_ + pram_c_ --> adp_c_ + gar_c_ + 2.0 h_c_ + pi_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	ru5p_DASH_L_c	xu5p_DASH_D_c	0.0	1.33428111322	RBP4E	ru5p_DASH_L_c --> xu5p_DASH_D_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	26dap_DASH_LL_c	26dap_DASH_M_c	0.0	0.153110083755	DAPE	26dap_DASH_LL_c --> 26dap_DASH_M_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	2dr5p_c	g3p_c	0.0	3.09463819723	DRPA	2dr5p_c --> acald_c + g3p_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	2dr5p_c	acald_c	0.0	0.140447724662	DRPA	2dr5p_c --> acald_c + g3p_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	sl26da_c	glu_DASH_L_c	-0.153110083755	2.02521600919	SDPTA	akg_c + sl26da_c --> glu_DASH_L_c + sl2a6o_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	tagdp_DASH_D_c	g3p_c	0.0	3.09463819723	TGBPA	tagdp_DASH_D_c --> dhap_c + g3p_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	tagdp_DASH_D_c	dhap_c	0.0	1.49099041395	TGBPA	tagdp_DASH_D_c --> dhap_c + g3p_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	tre6p_c	glc_DASH_D_c	0.0	4.23751983114	TRE6PH	h2o_c + tre6p_c --> g6p_c + glc_DASH_D_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	ichor_c	chor_c	0.0	2.02814007359	ICHORS_reverse	ichor_c --> chor_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	udpLa4n_c	glu_DASH_L_c	0.0	2.02521600919	UDPKAAT_reverse	akg_c + udpLa4n_c --> glu_DASH_L_c + udpLa4o_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	ttdca_c	tdcoa_c	0.0	0.0126735940835	FACOAL140	atp_c_ + coa_c_ + ttdca_c_ --> amp_c_ + ppi_c_ + tdcoa_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	oaa_c	mal_DASH_L_c	-0.888254714998	0.17634113162	MDH_reverse	h_c + nadh_c + oaa_c --> mal_DASH_L_c + nad_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	oaa_c	mal_DASH_L_c	-0.888254714998	0.17634113162	MOX_reverse	h2o2_c + oaa_c --> mal_DASH_L_c + o2_c	-0.331303111349	-0.0330731730259
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	oaa_c	asp_DASH_L_c	-0.888254714998	0.60243038285	ASPTA_reverse	glu_DASH_L_c + oaa_c --> akg_c + asp_DASH_L_c	-0.604455680391	-0.522009364487
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	athr_DASH_L_c	acald_c	0.0	0.140447724662	THRA2i	athr_DASH_L_c --> acald_c + gly_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	athr_DASH_L_c	gly_c	0.0	0.479780182098	THRA2i	athr_DASH_L_c --> acald_c + gly_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	maltpt_c	glc_DASH_D_c	0.0	4.23751983114	AMALT3	malt_c + maltpt_c --> glc_DASH_D_c + malthx_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	maltpt_c	glc_DASH_D_c	0.0	4.23751983114	MLTG3	h2o_c + maltpt_c --> glc_DASH_D_c + maltttr_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	acACP_c	malACP_c	-0.0051311020757	0.0340160697094	MACPT	acACP_c_ + malon_c_ --> ac_c_ + malACP_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	LalaDgluMdapDala_c	ala_DASH_D_c	0.0	0.0136216244034	4PCP	LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala_DASH_D_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	quin_c	3dhq_c	0.0	1.90778977278	QUINDH	nad_c + quin_c --> 3dhq_c + 2.0 h_c + nadh_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	quin_c	3dhq_c	0.0	1.90778977278	QUIDH	pqq_c_ + quin_c_ --> 3dhq_c_ + pqqh2_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	quin_c	3dhq_c	0.0	1.90778977278	QUINDHyi	nadp_c_ + quin_c_ --> 3dhq_c_ + 2.0 h_c_ + nadph_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Universal model	quin_c	3dhq_c	0.0	1.90778977278	QUIDHy	nadp_c_ + quin_c_ --> 3dhq_c_ + h_c_ + nadph_c_	NA	NA
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	melib_c	glc_DASH_D_c	0.0	4.23751983114	GALS3	h2o_c + melib_c --> gal_c + glc_DASH_D_c	nan	0.0
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	td2coa_c	tdcoa_c	-0.103196422929	0.0126735940835	ACOAD6f_reverse	fadh2_c + td2coa_c --> fad_c + tdcoa_c	-0.999306028056	-0.145941780895
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	td2coa_c	3htdcoa_c	-0.103196422929	0.115870017013	ECOAH6_reverse	h2o_c + td2coa_c --> 3htdcoa_c	0.999306028056	0.145941780895
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	3omrsACP_c	3hmrsACP_c	-0.0100037915203	0.0154150058283	3OAR140	3omrsACP_c + h_c + nadph_c --> 3hmrsACP_c + nadp_c	-0.40618119723	-0.0141474976431
EX_INDIRUBIN_LPAREN_e_RPAREN_	Native	acorn_c	glu_DASH_L_c	-0.132362816556	2.02521600919	ACOTA	acorn_c + akg_c --> acg5sa_c + glu_DASH_L_c	nan	0.0
